,COMP,DAY,DEPTH,EAST,FIELD,GL,LIC,MONTH,NORTH,PROD,SURF_LOC,TYPE,UWI,WELL,YEAR,LATT,LONGT
0488049,SYNCRUDE CANADA LTD.,08,132.5M,572.2M W,MCMURRAY,379.5M,0488049,02,1AA/08-22-093-09W4/00 N,BITUMEN,08-22-093-09W4,CRUDE,1AA/08-22-093-09W4/00,SYNCRUDE ASR18ROCH076L 8-22-93-9,2018,57.0768122044001,-111.3499053972
0488050,SYNCRUDE CANADA LTD.,08,94.8M,191.2M E,MCMURRAY,339.5M,0488050,02,1AA/13-16-093-09W4/00 S,BITUMEN,13-16-093-09W4,CRUDE,1AA/13-16-093-09W4/00,SYNCRUDE ASR18ROCH090L 13-16-93-9,2018,57.069589412,-111.3899768274
0488051,SYNCRUDE CANADA LTD.,08,127.4M,416.2M E,MCMURRAY,359.8M,0488051,02,1AB/11-13-093-09W4/00 S,BITUMEN,11-13-093-09W4,CRUDE,1AB/11-13-093-09W4/00,SYNCRUDE ASR18ROCH095L 11-13-93-9,2018,57.0695715910001,-111.3094992464
0488052,SYNCRUDE CANADA LTD.,08,90.1M,495.1M E,MCMURRAY,340.4M,0488052,02,1AA/05-09-093-09W4/00 N,BITUMEN,05-09-093-09W4,CRUDE,1AA/05-09-093-09W4/00,SYNCRUDE ASR18ROCH127L 5-9-93-9,2018,57.047732218,-111.3899788928
0488053,SYNCRUDE CANADA LTD.,08,71.7M,472.8M E,MCMURRAY,320.9M,0488053,02,1AA/05-06-093-09W4/00 N,BITUMEN,05-06-093-09W4,CRUDE,1AA/05-06-093-09W4/00,SYNCRUDE ASR18ROCH145L 5-6-93-9,2018,57.0332634678001,-111.4436349882
0488054,SYNCRUDE CANADA LTD.,08,59.8M,430.4M W,MCMURRAY,315.9M,0488054,02,1AA/07-01-093-10W4/00 N,BITUMEN,07-01-093-10W4,CRUDE,1AA/07-01-093-10W4/00,SYNCRUDE ASR18ROCH151L 7-1-93-10,2018,57.0332585394,-111.4572143374
0488055,SYNCRUDE CANADA LTD.,08,104.9M,427.9M E,MCMURRAY,344.9M,0488055,02,1AA/06-04-093-09W4/00 N,BITUMEN,06-04-093-09W4,CRUDE,1AA/06-04-093-09W4/00,SYNCRUDE ASR18ROCH152L 6-4-93-9,2018,57.0332811422001,-111.389980293
0488056,DEVON CANADA CORPORATION,08,2425.0M,222.7M E,SPARKY,557.7M,0488056,02,102/11-19-063-06W4/00 S,BITUMEN,13-24-063-07W4,CRUDE,102/11-19-063-06W4/00,DEVON 11A HZ WOLF LK 11-19-63-6,2018,54.4656563058001,-110.9282516546
0488057,DEVON CANADA CORPORATION,08,2304.0M,222.7M E,SPARKY,557.2M,0488057,02,103/11-19-063-06W4/00 S,BITUMEN,13-24-063-07W4,CRUDE,103/11-19-063-06W4/00,DEVON 11D2 HZ WOLF LK 11-19-63-6,2018,54.4656563058001,-110.9282516546
0488058,DEVON CANADA CORPORATION,08,1430.0M,255.7M E,SPARKY,556.8M,0488058,02,100/16-24-063-07W4/00 S,BITUMEN,13-24-063-07W4,CRUDE,100/16-24-063-07W4/00,DEVON 16A HZ WOLF LK 16-24-63-7,2018,54.4656563058001,-110.9282516546
0488059,DEVON CANADA CORPORATION,08,1387.0M,237.7M E,SPARKY,556.9M,0488059,02,102/16-24-063-07W4/00 S,BITUMEN,13-24-063-07W4,CRUDE,102/16-24-063-07W4/00,DEVON 16D HZ WOLF LK 16-24-63-7,2018,54.4656563058001,-110.9282516546
0488060,CANADIAN NATURAL RESOURCES LIMITED,08,709.0M,786.1M E,LLOYDMINSTER,548M,0488060,02,106/03-02-063-05W4/00 N,BITUMEN,06-02-063-05W4,CRUDE,106/03-02-063-05W4/00,CNRL 3D WOLF LK 3-2-63-5,2018,54.4146707793334,-110.650651371667
0488061,CANADIAN NATURAL RESOURCES LIMITED,08,711.0M,791.7M E,LLOYDMINSTER,548M,0488061,02,108/04-02-063-05W4/00 N,BITUMEN,06-02-063-05W4,CRUDE,108/04-02-063-05W4/00,CNRL 4D2 WOLF LK 4-2-63-5,2018,54.4146707793334,-110.650651371667
0488062,CANADIAN NATURAL RESOURCES LIMITED,08,552.0M,797.3M E,LLOYDMINSTER,548M,0488062,02,106/05-02-063-05W4/00 N,BITUMEN,06-02-063-05W4,CRUDE,106/05-02-063-05W4/00,CNRL 5A2 WOLF LK 5-2-63-5,2018,54.4146707793334,-110.650651371667
0488063,CANADIAN NATURAL RESOURCES LIMITED,08,530.0M,782.0M E,LLOYDMINSTER,548M,0488063,02,103/12-02-063-05W4/00 S,BITUMEN,11-02-063-05W4,CRUDE,103/12-02-063-05W4/00,CNRL 12B WOLF LK 12-2-63-5,2018,54.4220831960001,-110.6510341478
0488064,CANADIAN NATURAL RESOURCES LIMITED,08,711.0M,780.5M E,LLOYDMINSTER,548M,0488064,02,102/13-02-063-05W4/00 N,BITUMEN,06-02-063-05W4,CRUDE,102/13-02-063-05W4/00,CNRL 13B WOLF LK 13-2-63-5,2018,54.4146707793334,-110.650651371667
0488065,CANADIAN NATURAL RESOURCES LIMITED,08,854.0M,799.2M E,LLOYDMINSTER,548M,0488065,02,104/01-03-063-05W4/00 S,BITUMEN,11-02-063-05W4,CRUDE,104/01-03-063-05W4/00,CNRL 1D2 WOLF LK 1-3-63-5,2018,54.4220831960001,-110.6510341478
0488066,CANADIAN NATURAL RESOURCES LIMITED,08,825.0M,793.6M E,LLOYDMINSTER,548M,0488066,02,102/08-03-063-05W4/00 S,BITUMEN,11-02-063-05W4,CRUDE,102/08-03-063-05W4/00,CNRL 8C WOLF LK 8-3-63-5,2018,54.4220831960001,-110.6510341478
0488067,HEMISPHERE ENERGY CORPORATION,08,2100.0M,E 215.6M,MANNVILLE,722.6M,0488067,02,N 724.6M,OIL,05-19-021-05W4,CRUDE,103/16-24-021-06W4/00,HEMISPHERE 5A-19 ATL-BUFF 16-24-21-6,2018,50.7919925940001,-110.6877839392
0488068,HESC ENERGY CORPORATION,09,720.0M,W 590.4M,RIVER,801.5M,0488068,02,N 602.7M,WATER,07-20-039-22W4,PRODUCTION,1F1/07-20-039-22W4/00,HESC NEVIS 7-20-39-22,2018,52.3628159090001,-113.1261486254
0488069,XTO ENERGY CANADA ULC,09,6610.0M,E 139.9M,DUVERNAY,987.5M,0488069,02,N 467.6M,GAS,05-01-061-20W5,PRODUCTION,100/07-26-060-20W5/00,XTO C09 KAYBOBS 7-26-60-20,2018,54.2417852390001,-116.8663404
0488070,AENEID EXPLORATION INC.,09,1914.5M,E 103.3M,MUSKEG,726.2M,0488070,02,S 501.7M,OIL,12-24-075-06W5,CRUDE,100/05-24-075-06W5/00,AENEID ET AL MITSUE 5-24-75-6,2018,55.513478821,-114.7930624188
0488071,CARDINAL ENERGY LTD.,09,1000.0M,W 750.0M,MANNVILLE,749.7M,0488071,02,N 110.0M,OIL,02-35-017-13W4,CRUDE,100/02-35-017-13W4/00,CARDINAL BANTRY 2-35-17-13,2018,50.4715721666001,-111.679422973
0488072,HUSKY OIL OPERATIONS LIMITED,09,1082.0M,256.9M W,MCMURRAY,467.7M,0488072,02,102/07-17-095-07W4/00 S,BITUMEN,15-08-095-07W4,CRUDE,102/07-17-095-07W4/00,HUSKY B 16-8 P2A STEEPBK 7-17-95-7,2018,57.2295567546001,-111.092820546
0488073,HAMMERHEAD RESOURCES INC.,09,5137.0M,E 572.5M,MONTNEY,870.6M,0488073,02,S 190.1M,OIL,14-30-065-03W6,CRUDE,102/07-06-066-03W6/00,HHR 102 HZ KARR 7-6-66-3,2018,54.6565203054,-118.44329273
0488074,HAMMERHEAD RESOURCES INC.,09,6025.0M,W 79.2M,MONTNEY,875.4M,0488074,02,S 22.4M,OIL,16-03-065-04W6,CRUDE,102/16-01-065-04W6/00,HHR 102 HZ KARR 16-1-65-4,2018,54.5983636936001,-118.5063737708
0488075,XTO ENERGY CANADA ULC,09,6150.0M,E 141.4M,DUVERNAY,987M,0488075,02,N 477.5M,GAS,05-01-061-20W5,PRODUCTION,102/04-31-060-19W5/00,XTO C08 KAYBOBS 4-31-60-19,2018,54.2417852390001,-116.8663404
0488076,CARDINAL ENERGY LTD.,09,1000.0M,W 702.3M,MANNVILLE,768.4M,0488076,02,N 418.1M,OIL,07-09-018-11W4,CRUDE,102/07-09-018-11W4/00,CARDINAL 102 ALDSON 7-9-18-11,2018,50.5006356788001,-111.4503800884
0488077,HAMMERHEAD RESOURCES INC.,09,4090.0M,E 119.3M,MONTNEY,721.3M,0488077,02,N 423.7M,OIL,05-35-067-04W6,CRUDE,103/12-34-067-04W6/00,HHR 103 HZ ELM 12-34-67-4,2018,54.8382318016001,-118.4986226026
0488078,CENOVUS FCCL LTD.,09,700.0M,1618.5M W,MCMURRAY,577.9M,0488078,02,1F1/16-36-076-04W4/00 S,WATER,01-01-077-04W4,PRODUCTION,1F1/16-36-076-04W4/00,CVE FCCL 1-1 C16 HARDY 16-36-76-4,2018,55.636959189,-110.474119639
0488079,SIFTON PETROLEUM INC.,09,1890.0M,W 188.2M,RIVER,905.3M,0488079,02,S 120.3M,OIL,16-29-046-03W5,CRUDE,100/14-28-046-03W5/00,SIFTON HZ PEMBINA 14-28-46-3,2018,52.9978105772001,-114.3907821796
0488080,HAMMERHEAD RESOURCES INC.,09,4021.0M,E 107.2M,MONTNEY,721.3M,0488080,02,N 420.7M,OIL,05-35-067-04W6,CRUDE,102/05-34-067-04W6/00,HHR 103 HZ ELM 5-34-67-4,2018,54.8382318016001,-118.4986226026
0488081,SIFTON PETROLEUM INC.,09,1781.0M,W 140.6M,RIVER,912.8M,0488081,02,N 60.0M,OIL,01-33-046-03W5,CRUDE,100/09-28-046-03W5/00,SIFTON HZ PEMBINA 9-28-46-3,2018,53.0050096404001,-114.3665867906
0488082,HAMMERHEAD RESOURCES INC.,09,4012.0M,E 95.1M,MONTNEY,721.3M,0488082,02,N 417.6M,OIL,05-35-067-04W6,CRUDE,103/05-34-067-04W6/00,HHR 102 HZ ELM 5-34-67-4,2018,54.8382318016001,-118.4986226026
0488083,PIPESTONE OIL CORP.,12,5300.0M,W 603.9M,MONTNEY,684.3M,0488083,02,S 101.3M,GAS,15-14-070-08W6,PRODUCTION,100/12-22-070-08W6/00,PIPESTONE HZ ELM 12-22-70-8,2018,55.0637594750001,-119.0967153152
0488084,PIPESTONE OIL CORP.,12,5200.0M,W 583.9M,MONTNEY,683.5M,0488084,02,S 101.3M,GAS,15-14-070-08W6,PRODUCTION,102/13-22-070-08W6/00,PIPESTONE 102 HZ ELM 13-22-70-8,2018,55.0637594750001,-119.0967153152
0488085,CARDINAL ENERGY LTD.,12,1000.0M,W 600.0M,MANNVILLE,749.1M,0488085,02,S 600.0M,OIL,10-23-017-13W4,CRUDE,100/10-23-017-13W4/00,CARDINAL BANTRY,2018,50.4496979732001,-111.6794184268
0488086,BIRCHCLIFF ENERGY LTD.,12,6000.0M,W 298.7M,MONTNEY,757.9M,0488086,02,S 1.2M,GAS,16-15-077-12W6,PRODUCTION,102/01-13-077-12W6/00,BIR 16-15 HZ 102 PCOUPES 1-13-77-12,2018,55.6744892588,-119.7612067608
0488087,BIRCHCLIFF ENERGY LTD.,12,5900.0M,W 298.6M,MONTNEY,757.9M,0488087,02,N 8.8M,GAS,01-22-077-12W6,PRODUCTION,102/08-13-077-12W6/00,BIR 01-22 HZ 102 PCOUPES 8-13-77-12,2018,55.6809938108001,-119.761207068
0488088,BIRCHCLIFF ENERGY LTD.,12,4500.0M,W 298.5M,MONTNEY,757.9M,0488088,02,N 18.8M,GAS,01-22-077-12W6,PRODUCTION,100/03-27-077-12W6/00,BIR 1-22 HZ PCOUPES 3-27-77-12,2018,55.6809938108001,-119.761207068
0488089,CARDINAL ENERGY LTD.,12,1000.0M,W 632.0M,MANNVILLE,755.4M,0488089,02,N 130.0M,OIL,02-27-017-11W4,CRUDE,102/02-27-017-11W4/00,CARDINAL ALDSON,2018,50.457063667,-111.4274439896
0488090,YANGARRA RESOURCES CORP.,12,3544.2M,W 385.6M,CARDIUM,972.5M,0488090,02,N 234.1M,OIL,01-19-042-07W5,CRUDE,102/02-18-042-07W5/00,YANGARRA HZ 02 WILLGR 2-18-42-7,2018,52.6264443608001,-114.9876526246
0488091,VESTA ENERGY LTD.,12,6400.0M,W 715.1M,DUVERNAY,930.1M,0488091,02,S 714.1M,OIL,10-14-037-01W5,CRUDE,100/02-02-037-01W5/00,VESTA TINDA 2-2-37-1,2018,52.1823676792001,-114.0280314432
0488092,RAMPART OIL INC.,12,2015.0M,113.4M W,MANNVILLE,972.1M,0488092,02,100/16-07-014-25W4/00 S,OIL,16-07-014-25W4,CRUDE,100/16-07-014-25W4/00,RAMPART PARKLDNE,2018,50.1589267796001,-113.392874571
0488093,SHININGSTAR ENERGY LTD.,12,3300.0M,E 404.6M,LAKE,744.9M,0488093,02,S 45.0M,OIL,14-16-080-09W6,CRUDE,100/01-29-080-09W6/00,SHININGSTAR HZ BILAW 1-29-80-9,2018,55.9365677038,-119.3471064798
0488094,RAMPART OIL INC.,12,2202.0M,170.3M E,SHUNDA,979.6M,0488094,02,1F1/13-23-014-26W4/00 S,WATER,13-23-014-26W4,PRODUCTION,1F1/13-23-014-26W4/00,RAMPART 102 PARKLDNE 13-23-14-26,2018,50.1880582338,-113.449564458
0488095,SHININGSTAR ENERGY LTD.,12,4300.0M,E 737.4M,MONTNEY,741.3M,0488095,02,S 55.0M,OIL,14-15-079-09W6,CRUDE,100/16-17-079-09W6/00,SHININGSTAR HZ GORD 16-17-79-9,2018,55.8493129306001,-119.320865506
0488096,WEST LAKE ENERGY CORP.,12,2383.0M,125.0M E,PETROLEUM,692.3M,0488096,02,100/03-20-049-09W4/00 N,OIL,04-29-049-09W4,CRUDE,100/03-20-049-09W4/00,WLEC 4HZ 1B3 VIK-KINS 3-20-49-9,2018,53.2501206590001,-111.2872136972
0488097,DEVON CANADA CORPORATION,12,1593.0M,491.1M W,COLONY,571.1M,0488097,02,100/04-27-063-05W4/00 N,BITUMEN,08-27-063-05W4,CRUDE,100/04-27-063-05W4/00,DEVON 4A HZ WOLF LK 4-27-63-5,2018,54.473020977,-110.663887238
0488098,HUSKY OIL OPERATIONS LIMITED,12,1007.0M,523.6M W,MCMURRAY,463.5M,0488098,02,103/16-17-095-07W4/00 N,BITUMEN,08-17-095-07W4,CRUDE,103/16-17-095-07W4/00,HUSKY B 8-17 P2A STEEPBK 16-17-95-7,2018,57.2370165812001,-111.0928198806
0488099,SYNCRUDE CANADA LTD.,12,126.2M,578.0M W,MCMURRAY,353.3M,0488099,02,1AA/08-23-093-09W4/00 N,BITUMEN,08-23-093-09W4,CRUDE,1AA/08-23-093-09W4/00,SYNCRUDE ASR18ROCH077L 8-23-93-9,2018,57.0768030722001,-111.3230784502
0488100,SYNCRUDE CANADA LTD.,12,116.5M,598.3M E,MCMURRAY,340.2M,0488100,02,1AB/05-22-093-09W4/00 N,BITUMEN,05-22-093-09W4,CRUDE,1AB/05-22-093-09W4/00,SYNCRUDE ASR18ROCH078L 5-22-93-9,2018,57.0768145204001,-111.3631528984
0488101,SYNCRUDE CANADA LTD.,12,55.7M,460.3M E,MCMURRAY,309.5M,0488101,02,1AA/06-23-093-10W4/00 N,BITUMEN,06-23-093-10W4,CRUDE,1AA/06-23-093-10W4/00,SYNCRUDE ASR18ROCH079L 6-23-93-10,2018,57.0768244312001,-111.497297261
0488102,SYNCRUDE CANADA LTD.,12,129.3M,510.3M E,MCMURRAY,358.1M,0488102,02,1AB/06-24-093-09W4/00 N,BITUMEN,06-24-093-09W4,CRUDE,1AB/06-24-093-09W4/00,SYNCRUDE ASR18ROCH080L 6-24-93-9,2018,57.0767969800001,-111.3094989786
0488103,SYNCRUDE CANADA LTD.,12,136.8M,596.5M W,MCMURRAY,363.7M,0488103,02,1AA/08-24-093-09W4/00 N,BITUMEN,08-24-093-09W4,CRUDE,1AA/08-24-093-09W4/00,SYNCRUDE ASR18ROCH081L 8-24-93-9,2018,57.0767898098001,-111.29625126
0488104,SYNCRUDE CANADA LTD.,12,66.1M,363.3M W,MCMURRAY,318.4M,0488104,02,1AA/01-23-093-10W4/00 N,BITUMEN,01-23-093-10W4,CRUDE,1AA/01-23-093-10W4/00,SYNCRUDE ASR18ROCH082L 1-23-93-10,2018,57.0768135132001,-111.4840530816
0488105,SYNCRUDE CANADA LTD.,12,111.4M,41.3M W,MCMURRAY,339.2M,0488105,02,1AA/15-16-093-09W4/00 S,BITUMEN,15-16-093-09W4,CRUDE,1AA/15-16-093-09W4/00,SYNCRUDE ASR18ROCH083L 15-16-93-9,2018,57.0695899726001,-111.3767317334
0488106,SYNCRUDE CANADA LTD.,12,91.8M,219.4M E,MCMURRAY,329.9M,0488106,02,1AA/13-18-093-09W4/00 S,BITUMEN,13-18-093-09W4,CRUDE,1AA/13-18-093-09W4/00,SYNCRUDE ASR18ROCH085L 13-18-93-9,2018,57.0695833714001,-111.4436196974
0488107,SYNCRUDE CANADA LTD.,12,91.5M,165.0M E,MCMURRAY,332.4M,0488107,02,1AA/14-18-093-09W4/00 S,BITUMEN,14-18-093-09W4,CRUDE,1AA/14-18-093-09W4/00,SYNCRUDE ASR18ROCH086L 14-18-93-9,2018,57.0695833714001,-111.4436196974
0488108,SYNCRUDE CANADA LTD.,12,67.0M,181.8M E,MCMURRAY,320.1M,0488108,02,1AA/13-13-093-10W4/00 S,BITUMEN,13-13-093-10W4,CRUDE,1AA/13-13-093-10W4/00,SYNCRUDE ASR18ROCH087L 13-13-93-10,2018,57.0695849626,-111.4704599062
0488109,SYNCRUDE CANADA LTD.,12,98.9M,759.5M W,MCMURRAY,335.5M,0488109,02,1AB/09-28-093-09W4/00 S,BITUMEN,09-28-093-09W4,CRUDE,1AB/09-28-093-09W4/00,SYNCRUDE ASR18ROCH030L 9-28-93-9,2018,57.0986716894001,-111.376728173
0488110,SYNCRUDE CANADA LTD.,12,66.5M,618.8M E,MCMURRAY,326.6M,0488110,02,1AA/06-25-093-10W4/00 N,BITUMEN,06-25-093-10W4,CRUDE,1AA/06-25-093-10W4/00,SYNCRUDE ASR18ROCH031L 6-25-93-10,2018,57.0914491830001,-111.4704604488
0488111,SYNCRUDE CANADA LTD.,12,72.5M,481.7M W,MCMURRAY,330.2M,0488111,02,1AA/07-25-093-10W4/00 N,BITUMEN,07-25-093-10W4,CRUDE,1AA/07-25-093-10W4/00,SYNCRUDE ASR18ROCH032L 7-25-93-10,2018,57.0912264808333,-111.456746219
0488112,SYNCRUDE CANADA LTD.,12,117.5M,543.1M E,MCMURRAY,345.4M,0488112,02,1AA/05-26-093-09W4/00 N,BITUMEN,05-26-093-09W4,CRUDE,1AA/05-26-093-09W4/00,SYNCRUDE ASR18ROCH033L 5-26-93-9,2018,57.0914936334001,-111.3363249962
0488113,SYNCRUDE CANADA LTD.,12,133.8M,547.7M W,MCMURRAY,350.7M,0488113,02,1AA/07-26-093-09W4/00 N,BITUMEN,07-26-093-09W4,CRUDE,1AA/07-26-093-09W4/00,SYNCRUDE ASR18ROCH034L 7-26-93-9,2018,57.0914883120001,-111.3230773922
0488114,SYNCRUDE CANADA LTD.,12,134.5M,552.2M E,MCMURRAY,354.2M,0488114,02,1AA/05-25-093-09W4/00 N,BITUMEN,05-25-093-09W4,CRUDE,1AA/05-25-093-09W4/00,SYNCRUDE ASR18ROCH035L 5-25-93-9,2018,57.0914824568001,-111.309497887
0488115,SYNCRUDE CANADA LTD.,12,76.8M,446.6M W,MCMURRAY,337.3M,0488115,02,1AA/07-30-093-09W4/00 N,BITUMEN,07-30-093-09W4,CRUDE,1AA/07-30-093-09W4/00,SYNCRUDE ASR18ROCH036L 7-30-93-9,2018,57.0914927502,-111.4303649496
0488116,SYNCRUDE CANADA LTD.,12,83.6M,453.5M E,MCMURRAY,338.9M,0488116,02,1AA/06-29-093-09W4/00 N,BITUMEN,06-29-093-09W4,CRUDE,1AA/06-29-093-09W4/00,SYNCRUDE ASR18ROCH037L 6-29-93-9,2018,57.0914949018001,-111.4167906778
0488117,SYNCRUDE CANADA LTD.,12,89.6M,481.1M W,MCMURRAY,337.8M,0488117,02,1AA/08-29-093-09W4/00 N,BITUMEN,08-29-093-09W4,CRUDE,1AA/08-29-093-09W4/00,SYNCRUDE ASR18ROCH038L 8-29-93-9,2018,57.0914982966001,-111.4035477674
0488118,SYNCRUDE CANADA LTD.,12,73.9M,430.0M E,MCMURRAY,332.7M,0488118,02,1AA/05-30-093-09W4/00 N,BITUMEN,05-30-093-09W4,CRUDE,1AA/05-30-093-09W4/00,SYNCRUDE ASR18ROCH039L 5-30-93-9,2018,57.0915011206001,-111.4436078312
0488119,SYNCRUDE CANADA LTD.,12,106.5M,434.4M E,MCMURRAY,339M,0488119,02,1AA/05-27-093-09W4/00 N,BITUMEN,05-27-093-09W4,CRUDE,1AA/05-27-093-09W4/00,SYNCRUDE ASR18ROCH041L 5-27-93-9,2018,57.0914998396,-111.3631514288
0488120,SYNCRUDE CANADA LTD.,12,76.0M,304.1M W,MCMURRAY,332.9M,0488120,02,1AA/16-25-093-10W4/00 S,BITUMEN,16-25-093-10W4,CRUDE,1AA/16-25-093-10W4/00,SYNCRUDE ASR18ROCH018L 16-25-93-10,2018,57.0986809508001,-111.4571834648
0488121,SYNCRUDE CANADA LTD.,12,97.0M,226.8M W,MCMURRAY,334.9M,0488121,02,1AA/15-28-093-09W4/00 S,BITUMEN,15-28-093-09W4,CRUDE,1AA/15-28-093-09W4/00,SYNCRUDE ASR18ROCH019L 15-28-93-9,2018,57.0986716894001,-111.376728173
0488122,SYNCRUDE CANADA LTD.,12,82.3M,297.7M E,MCMURRAY,338.4M,0488122,02,1AA/13-29-093-09W4/00 S,BITUMEN,13-29-093-09W4,CRUDE,1AA/13-29-093-09W4/00,SYNCRUDE ASR18ROCH020L 13-29-93-9,2018,57.0986657052,-111.4167867736
0488123,SYNCRUDE CANADA LTD.,12,98.9M,253.1M W,MCMURRAY,342.4M,0488123,02,1AA/15-27-093-09W4/00 S,BITUMEN,15-27-093-09W4,CRUDE,1AA/15-27-093-09W4/00,SYNCRUDE ASR18ROCH021L 15-27-93-9,2018,57.0986684562001,-111.3499030924
0488124,SYNCRUDE CANADA LTD.,12,68.9M,352.0M E,MCMURRAY,326.7M,0488124,02,1AA/14-25-093-10W4/00 S,BITUMEN,14-25-093-10W4,CRUDE,1AA/14-25-093-10W4/00,SYNCRUDE ASR18ROCH022L 14-25-93-10,2018,57.0993995268001,-111.4704590838
0488125,SYNCRUDE CANADA LTD.,12,141.0M,491.1M W,MCMURRAY,350.2M,0488125,02,1AA/10-26-093-09W4/00 S,BITUMEN,10-26-093-09W4,CRUDE,1AA/10-26-093-09W4/00,SYNCRUDE ASR18ROCH023L 10-26-93-9,2018,57.0993817768001,-111.3230765276
0488126,SYNCRUDE CANADA LTD.,12,49.5M,128.7M E,MCMURRAY,313.6M,0488126,02,1AA/13-26-093-10W4/00 S,BITUMEN,13-26-093-10W4,CRUDE,1AA/13-26-093-10W4/00,SYNCRUDE ASR18ROCH024L 13-26-93-10,2018,57.0986901362001,-111.497306965
0488127,SYNCRUDE CANADA LTD.,12,74.0M,455.7M E,MCMURRAY,336M,0488127,02,1AB/11-30-093-09W4/00 S,BITUMEN,11-30-093-09W4,CRUDE,1AB/11-30-093-09W4/00,SYNCRUDE ASR18ROCH025L 11-30-93-9,2018,57.0986742590001,-111.443602639
0488128,SYNCRUDE CANADA LTD.,12,131.6M,491.9M E,MCMURRAY,353.3M,0488128,02,1AA/12-25-093-09W4/00 S,BITUMEN,12-25-093-09W4,CRUDE,1AA/12-25-093-09W4/00,SYNCRUDE ASR18ROCH026L 12-25-93-9,2018,57.098653549,-111.3094970766
