,COMP,DAY,DEPTH,EAST,FIELD,GL,LIC,MONTH,NORTH,PROD,SURF_LOC,TYPE,UWI,WELL,YEAR,LATT,LONGT
0489387,CHEVRON CANADA LIMITED,01,6325.0M,W 1610.7M,DUVERNAY,848.4M,0489387,06,N 781.4M,GAS,05-20-062-19W5,PRODUCTION,102/04-16-062-19W5/00,CHEVRON 102 HZ FOXCK 4-16-62-19,2018,54.3726278536001,-116.8163596324
0489388,CHEVRON CANADA LIMITED,01,7145.0M,E 14.1M,DUVERNAY,848.3M,0489388,06,N 788.5M,GAS,05-20-062-19W5,PRODUCTION,100/01-16-062-19W5/00,CHEVRON HZ FOXCK 1-16-62-19,2018,54.3726278536001,-116.8163596324
0489389,CHEVRON CANADA LIMITED,01,6900.0M,E 21.1M,DUVERNAY,848.2M,0489389,06,N 790.8M,GAS,05-20-062-19W5,PRODUCTION,100/08-16-062-19W5/00,CHEVRON HZ FOXCK 8-16-62-19,2018,54.3726278536001,-116.8163596324
0489390,ORLEN UPSTREAM CANADA LTD.,01,5383.0M,W 216.4M,CARDIUM,1093.1M,0489390,06,S 90.5M,OIL,16-12-038-09W5,CRUDE,100/04-06-038-08W5/00,OUC HZ FERRIER 4-6-38-8,2018,52.2556007778001,-115.1467675154
0489391,NORTH 40 RESOURCES LTD.,01,2627.0M,W 722.6M,PEKISKO,742.9M,0489391,06,N 482.4M,OIL,07-05-025-15W4,CRUDE,103/07-04-025-15W4/00,NORTH 40 HZ CONNORS,2018,51.0976326470001,-112.0540454938
0489392,TORXEN ENERGY LTD.,01,3297.0M,W 75.0M,MANNVILLE,766.3M,0489392,06,S 125.8M,OIL,16-09-015-14W4,CRUDE,103/14-11-015-14W4/00,TXNE 16D-9 HZ ALDSON,2018,50.2459921716001,-111.8628582944
0489393,TORXEN ENERGY LTD.,01,3475.0M,W 75.0M,MANNVILLE,766.3M,0489393,06,S 110.8M,OIL,16-09-015-14W4,CRUDE,100/03-14-015-14W4/00,TXNE 16D-9 HZ ALDSON,2018,50.2459921716001,-111.8628582944
0489394,PRAIRIE PROVIDENT RESOURCES CANADA LTD.,01,3460.0M,E 40.0M,GLAUCONITIC,745.9M,0489394,06,S 604.4M,OIL,12-24-020-11W4,CRUDE,102/13-26-020-11W4/00,PPR HZ PRIN,2018,50.7119359238,-111.403137094
0489395,THOR RESOURCES INC.,01,2151.0M,E 349.8M,PRECAMBRIAN,999M,0489395,06,S 630.3M,GAS,12-20-001-11W4,PRODUCTION,100/08-19-001-11W4/00,THORRESOURCES KNAPPEN 8-19-1-11,2018,49.0522133476001,-111.4440224302
0489396,ORLEN UPSTREAM CANADA LTD.,01,3996.0M,E 360.2M,CARDIUM,1124.7M,0489396,06,S 170.1M,OIL,13-04-038-08W5,CRUDE,102/13-09-038-08W5/00,OUC HZ FERRIER 13-9-38-8,2018,52.2412040666,-115.0870622548
0489397,NORTH 40 RESOURCES LTD.,01,2869.0M,E 182.9M,BANFF,805.6M,0489397,06,S 98.9M,OIL,13-05-027-17W4,CRUDE,100/04-07-027-17W4/00,NORTH 40 HZ CESS,2018,51.2793907648,-112.3629662638
0489398,YANGARRA RESOURCES CORP.,01,5495.8M,E 693.9M,CARDIUM,1030.1M,0489398,06,S 279.5M,OIL,14-33-039-08W5,CRUDE,100/15-09-040-08W5/00,YANGARRA HZ FERRIER 15-9-40-8,2018,52.4016328280001,-115.0952807776
0489399,CITY OF MEDICINE HAT,01,1308.0M,E 483.2M,WABAMUN,793.4M,0489399,06,S 506.0M,OIL,11-20-013-14W4,CRUDE,100/11-20-013-14W4/00,CITY OF MEDH HAYS 11-20-13-14,2018,50.1003400758,-111.883412463
0489400,PEYTO EXPLORATION & DEVELOPMENT CORP.,01,3850.0M,E 261.0M,CARDIUM,1087.5M,0489400,06,S 162.8M,GAS,13-18-056-24W5,PRODUCTION,100/14-19-056-24W5/00,PEYTO WILD RIV 14-19-56-24,2018,53.8414866136,-117.5590743572
0489401,PEYTO EXPLORATION & DEVELOPMENT CORP.,01,3650.0M,E 259.4M,CARDIUM,1087.5M,0489401,06,S 167.4M,GAS,13-18-056-24W5,PRODUCTION,100/08-18-056-24W5/00,PEYTO WILD RIV 8-18-56-24,2018,53.8414866136,-117.5590743572
0489402,VESTA ENERGY LTD.,01,6200.0M,E 199.4M,DUVERNAY,941.5M,0489402,06,S 208.2M,OIL,13-20-038-28W4,CRUDE,100/03-17-038-28W4/00,VESTA CYGNET,2018,52.2846303758001,-113.9710442466
0489403,HIGH GROUND ENERGY INC.,01,2322.0M,175.5M W,VIKING,727.6M,0489403,06,102/02-16-035-01W4/00 N,OIL,02-21-035-01W4,CRUDE,102/02-16-035-01W4/00,HIGH GROUND HZ 02 PROVOST 2-16-35-1,2018,52.0136120566,-110.0787712424
0489404,TAMARACK ACQUISITION CORP.,01,2380.0M,604.1M W,VIKING,795.9M,0489404,06,100/13-32-034-08W4/00 N,OIL,08-06-035-08W4,CRUDE,100/13-32-034-08W4/00,TAC HZ PROVOST 13-32-34-8,2018,51.9699933285,-111.126645510333
0489405,THOR RESOURCES INC.,01,2200.0M,E 100.0M,PRECAMBRIAN,1012.8M,0489405,06,S 797.6M,GAS,12-21-001-11W4,PRODUCTION,100/04-21-001-11W4/00,THORRESOURCES KNAPPEN 4-21-1-11,2018,49.0515131452001,-111.4218188066
0489406,ORLEN UPSTREAM CANADA LTD.,01,3992.0M,E 360.2M,CARDIUM,1124.9M,0489406,06,S 185.1M,OIL,13-04-038-08W5,CRUDE,100/14-09-038-08W5/00,OUC HZ FERRIER 14-9-38-8,2018,52.2412040666,-115.0870622548
0489407,NORTH 40 RESOURCES LTD.,01,2717.0M,734.2M W,QUARTZ,827.8M,0489407,06,100/12-34-028-19W4/00 S,OIL,09-34-028-19W4,CRUDE,100/12-34-028-19W4/00,NORTH 40 HZ WAYNE 12-34-28-19,2018,51.4393305298,-112.5857302482
0489408,TAMARACK ACQUISITION CORP.,01,2460.0M,604.1M W,VIKING,795.9M,0489408,06,102/13-32-034-08W4/00 N,OIL,08-06-035-08W4,CRUDE,102/13-32-034-08W4/00,TAC 8-6 HZ 102 PROVOST 13-32-34-8,2018,51.9699933285,-111.126645510333
0489409,TAMARACK ACQUISITION CORP.,01,2445.0M,604.1M W,VIKING,796.8M,0489409,06,100/09-31-034-08W4/00 N,OIL,08-06-035-08W4,CRUDE,100/09-31-034-08W4/00,TAC 8-6 HZ 102 PROVOST 9-31-34-8,2018,51.9699933285,-111.126645510333
0489410,TAMARACK ACQUISITION CORP.,01,2369.0M,604.2M W,VIKING,796.8M,0489410,06,103/12-32-034-08W4/00 N,OIL,08-06-035-08W4,CRUDE,103/12-32-034-08W4/00,TAC 8-6 HZ 103 PROVOST 12-32-34-8,2018,51.9699933285,-111.126645510333
0489411,TAMARACK ACQUISITION CORP.,01,1874.0M,604.1M W,VIKING,796.6M,0489411,06,102/11-06-035-08W4/00 N,OIL,08-06-035-08W4,CRUDE,102/11-06-035-08W4/00,TAC 8-6 HZ 102 PROVOST 11-6-35-8,2018,51.9699933285,-111.126645510333
0489412,TAMARACK ACQUISITION CORP.,01,1890.0M,604.1M W,VIKING,796M,0489412,06,103/11-06-035-08W4/00 N,OIL,08-06-035-08W4,CRUDE,103/11-06-035-08W4/00,TAC 8-6 HZ 103 PROVOST 11-6-35-8,2018,51.9699933285,-111.126645510333
0489413,TAMARACK ACQUISITION CORP.,01,1975.0M,604.0M W,VIKING,795.9M,0489413,06,100/14-06-035-08W4/00 N,OIL,08-06-035-08W4,CRUDE,100/14-06-035-08W4/00,TAC 8-6 HZ PROVOST 14-6-35-8,2018,51.9699933285,-111.126645510333
0489414,TAMARACK ACQUISITION CORP.,01,1954.0M,604.0M W,VIKING,795.8M,0489414,06,100/15-06-035-08W4/00 N,OIL,08-06-035-08W4,CRUDE,100/15-06-035-08W4/00,TAC 8-6 HZ PROVOST 15-6-35-8,2018,51.9699933285,-111.126645510333
0489415,CARDINAL ENERGY LTD.,01,2506.0M,W 210.0M,ELLERSLIE,752.2M,0489415,06,S 167.6M,OIL,16-25-017-11W4,CRUDE,103/16-36-017-11W4/00,CARDINAL 102 HZ ALDSON 16-36-17-11,2018,50.4642961588,-111.3816278926
0489416,SPUR PETROLEUM LTD.,01,2400.0M,E 193.1M,MANNVILLE,631.4M,0489416,06,N 712.4M,OIL,05-18-057-17W4,CRUDE,102/05-13-057-18W4/00,SPL 5-18 HZ 102 UKALTA 5-13-57-18,2018,53.9212674850001,-112.5196911426
0489417,SPUR PETROLEUM LTD.,01,2400.0M,E 193.0M,MANNVILLE,631.4M,0489417,06,N 722.4M,OIL,05-18-057-17W4,CRUDE,100/09-18-057-17W4/00,SPL 5-18 HZ UKALTA 9-18-57-17,2018,53.9212674850001,-112.5196911426
0489418,NORTH 40 RESOURCES LTD.,01,2880.0M,243.8M E,BANFF,891.3M,0489418,06,100/13-25-026-18W4/00 S,OIL,13-30-026-17W4,CRUDE,100/13-25-026-18W4/00,NORTH 40 HZ CESS,2018,51.2502841358001,-112.3678145108
0489419,TAMARACK ACQUISITION CORP.,04,2006.0M,651.3M W,VIKING,773.9M,0489419,06,102/04-29-034-09W4/00 S,OIL,10-30-034-09W4,CRUDE,102/04-29-034-09W4/00,TAC 10-30 HZ 102 PROVOST 4-29-34-9,2018,51.9488656972001,-111.2596486204
0489420,TAMARACK ACQUISITION CORP.,04,1974.0M,650.3M W,VIKING,774.1M,0489420,06,103/04-29-034-09W4/00 S,OIL,10-30-034-09W4,CRUDE,103/04-29-034-09W4/00,TAC 10-30 HZ 103 PROVOST 4-29-34-9,2018,51.9488656972001,-111.2596486204
0489421,TAMARACK ACQUISITION CORP.,04,1982.0M,649.3M W,VIKING,774M,0489421,06,102/04-31-034-09W4/00 S,OIL,10-30-034-09W4,CRUDE,102/04-31-034-09W4/00,TAC 10-30 HZ 102 PROVOST 4-31-34-9,2018,51.9488656972001,-111.2596486204
0489422,TAMARACK ACQUISITION CORP.,04,1954.0M,648.3M W,VIKING,774.2M,0489422,06,103/04-31-034-09W4/00 S,OIL,10-30-034-09W4,CRUDE,103/04-31-034-09W4/00,TAC 10-30 HZ 103 PROVOST 4-31-34-9,2018,51.9488656972001,-111.2596486204
0489423,TAMARACK ACQUISITION CORP.,04,2065.0M,200.2M E,VIKING,773.6M,0489423,06,100/11-29-034-09W4/00 N,OIL,04-32-034-09W4,CRUDE,100/11-29-034-09W4/00,TAC 4-32 HZ PROVOST 11-29-34-9,2018,51.9560910360001,-111.2476886596
0489424,TAMARACK ACQUISITION CORP.,04,2055.0M,200.2M E,VIKING,774.2M,0489424,06,102/10-31-034-09W4/00 N,OIL,04-32-034-09W4,CRUDE,102/10-31-034-09W4/00,TAC 4-32 HZ 102 PROVOST 10-31-34-9,2018,51.9560910360001,-111.2476886596
0489425,TAMARACK ACQUISITION CORP.,04,1960.0M,200.2M E,VIKING,773.9M,0489425,06,103/10-31-034-09W4/00 N,OIL,04-32-034-09W4,CRUDE,103/10-31-034-09W4/00,TAC 4-32 HZ 103 PROVOST 10-31-34-9,2018,51.9560910360001,-111.2476886596
0489426,KARVE ENERGY INC.,04,1816.0M,130.9M W,VIKING,784.1M,0489426,06,102/11-03-035-09W4/00 S,OIL,16-33-034-09W4,CRUDE,102/11-03-035-09W4/00,KARVE 102 HZ PROVOST 11-3-35-9,2018,51.9632429424,-111.2123541712
0489427,KARVE ENERGY INC.,04,1736.0M,130.9M W,VIKING,784.3M,0489427,06,103/11-03-035-09W4/00 S,OIL,16-33-034-09W4,CRUDE,103/11-03-035-09W4/00,KARVE 103 HZ PROVOST 11-3-35-9,2018,51.9632429424,-111.2123541712
0489428,KARVE ENERGY INC.,04,1730.0M,130.9M W,VIKING,784.5M,0489428,06,100/12-03-035-09W4/00 S,OIL,16-33-034-09W4,CRUDE,100/12-03-035-09W4/00,KARVE HZ PROVOST 12-3-35-9,2018,51.9632429424,-111.2123541712
0489429,KARVE ENERGY INC.,04,1798.0M,130.9M W,VIKING,784.4M,0489429,06,102/12-03-035-09W4/00 S,OIL,16-33-034-09W4,CRUDE,102/12-03-035-09W4/00,KARVE 102 HZ PROVOST 12-3-35-9,2018,51.9632429424,-111.2123541712
0489430,GRIZZLY RESOURCES LTD.,04,1613.0M,E 100.0M,CREEK,672.3M,0489430,06,S 568.0M,WATER,12-32-078-07W6,INJECTION,102/12-31-078-07W6/00,GRL 102 HZ VALHALLA 12-31-78-7,2018,55.8052765004001,-119.050085814
0489431,SEVEN GENERATIONS ENERGY LTD.,04,4200.0M,E 407.0M,RIVER,999.9M,0489431,06,S 47.1M,GAS,14-16-063-05W6,PRODUCTION,104/02-16-063-05W6/00,7GEN HZ 104 KAKWA 2-16-63-5,2018,54.4529472484001,-118.6949525944
0489432,SEVEN GENERATIONS ENERGY LTD.,04,4200.0M,E 403.8M,RIVER,999.8M,0489432,06,S 36.6M,GAS,14-16-063-05W6,PRODUCTION,103/04-16-063-05W6/00,7GEN HZ 104 KAKWA 4-16-63-5,2018,54.4529472484001,-118.6949525944
0489433,PEYTO EXPLORATION & DEVELOPMENT CORP.,04,4650.0M,E 159.4M,NOTIKEWIN,1308M,0489433,06,S 148.4M,GAS,13-08-054-23W5,PRODUCTION,100/01-08-054-23W5/00,PEYTO SUNDANCE 1-8-54-23,2018,53.6521149892,-117.3573264676
0489434,TANGLE CREEK ENERGY LTD.,04,3400.0M,W 692.9M,DUNVEGAN,905.1M,0489434,06,S 137.0M,OIL,15-33-060-18W5,CRUDE,100/13-04-061-18W5/00,TANGLE CREEK KAYBOBS 13-4-61-18,2018,54.2344232478,-116.629054957
0489435,TANGLE CREEK ENERGY LTD.,04,3400.0M,W 682.9M,DUNVEGAN,905M,0489435,06,S 137.0M,OIL,15-33-060-18W5,CRUDE,103/14-04-061-18W5/00,TANGLE CREEK KAYBOBS 14-4-61-18,2018,54.2344232478,-116.629054957
0489436,TAMARACK ACQUISITION CORP.,04,1950.0M,200.2M E,VIKING,773.6M,0489436,06,102/10-29-034-09W4/00 N,OIL,04-32-034-09W4,CRUDE,102/10-29-034-09W4/00,TAC 4-32 HZ 102 PROVOST 10-29-34-9,2018,51.9560910360001,-111.2476886596
0489437,TAMARACK ACQUISITION CORP.,04,2196.0M,500.0M E,VIKING,794.4M,0489437,06,100/05-06-035-08W4/00 S,OIL,11-31-034-08W4,CRUDE,100/05-06-035-08W4/00,TAC 11-31 HZ PROVOST 5-6-35-8,2018,51.9632331588,-111.1295016526
0489438,TAMARACK ACQUISITION CORP.,04,2305.0M,508.7M E,VIKING,794.4M,0489438,06,102/05-06-035-08W4/00 S,OIL,11-31-034-08W4,CRUDE,102/05-06-035-08W4/00,TAC 11-31 HZ 102 PROVOST 5-6-35-8,2018,51.9632331588,-111.1295016526
0489439,TAMARACK ACQUISITION CORP.,04,2400.0M,492.9M E,VIKING,794.2M,0489439,06,100/12-06-035-08W4/00 S,OIL,11-31-034-08W4,CRUDE,100/12-06-035-08W4/00,TAC 11-31 HZ PROVOST 12-6-35-8,2018,51.9632331588,-111.1295016526
0489440,IMPERIAL OIL RESOURCES LIMITED,04,377.2M,624.5M W,RAPIDS,694.7M,0489440,06,100/09-03-080-10W4/00 S,NONE,09-03-080-10W4,OBSERVATION,100/09-03-080-10W4/00,IMP GR-4 CORNER 9-3-80-10,2018,55.9059165436,-111.469920952
0489441,IMPERIAL OIL RESOURCES LIMITED,04,373.3M,622.4M W,RAPIDS,694.3M,0489441,06,1F1/09-03-080-10W4/00 S,WATER,09-03-080-10W4,PRODUCTION,1F1/09-03-080-10W4/00,IMP GR-3 CORNER 9-3-80-10,2018,55.9059165436,-111.469920952
0489442,IMPERIAL OIL RESOURCES LIMITED,04,374.5M,659.0M E,RAPIDS,691.7M,0489442,06,1F1/12-12-080-10W4/00 S,WATER,12-12-080-10W4,PRODUCTION,1F1/12-12-080-10W4/00,IMP GR-2 CORNER 12-12-80-10,2018,55.9203567028001,-111.430600985
0489443,IMPERIAL OIL RESOURCES LIMITED,04,374.5M,513.6M E,RAPIDS,692.5M,0489443,06,100/12-12-080-10W4/00 S,NONE,12-12-080-10W4,OBSERVATION,100/12-12-080-10W4/00,IMP GR-1 CORNER 12-12-80-10,2018,55.9203567028001,-111.430600985
0489444,IMPERIAL OIL RESOURCES LIMITED,04,489.7M,171.8M E,MCMURRAY,687.1M,0489444,06,100/14-16-080-10W4/00 S,NONE,14-16-080-10W4,OBSERVATION,100/14-16-080-10W4/00,IMP CORNER 14-16-80-10,2018,55.9350032354001,-111.5089183512
0489445,IMPERIAL OIL RESOURCES LIMITED,04,491.6M,651.8M E,MCMURRAY,687.5M,0489445,06,100/05-16-080-10W4/00 N,NONE,05-16-080-10W4,OBSERVATION,100/05-16-080-10W4/00,IMP BM-3 CORNER 5-16-80-10,2018,55.9278311670001,-111.508918428
0484342,VESTA ENERGY LTD.,05,6200.0M,W 703.6M,DUVERNAY,947.7M,0484342,06,S 500.7M,OIL,10-32-037-01W5,CRUDE,100/07-20-037-01W5/02,VESTA SYLAKE 7-20-37-1,2018,52.2259735422001,-114.0994446444
0489446,WEST LAKE ENERGY CORP.,05,2538.0M,160.7M E,SPARKY,676.9M,0489446,06,102/03-12-039-02W4/00 N,OIL,03-01-039-02W4,CRUDE,102/03-12-039-02W4/00,WLEC HZ 4D3 PROVOST,2018,52.3188344538334,-110.163614625
0489447,RIFLE SHOT OIL CORP.,05,1451.0M,605.3M E,CUMMINGS,756M,0489447,06,106/08-17-041-01W4/00 S,OIL,11-17-041-01W4,CRUDE,106/08-17-041-01W4/00,RSO HZ 105 HAYTER,2018,52.5301443426,-110.1152561528
0489448,CANADIAN NATURAL RESOURCES LIMITED,05,759.8M,14.6M E,CLEARWATER,528.7M,0489448,06,102/05-07-063-08W4/00 S,BITUMEN,14-06-063-08W4,CRUDE,102/05-07-063-08W4/00,CNRL 5B2 WOLF LK 5-7-63-8,2018,54.4220659574001,-111.2053822626
0489449,CANADIAN NATURAL RESOURCES LIMITED,05,697.0M,7.5M E,CLEARWATER,528.7M,0489449,06,103/06-07-063-08W4/00 S,BITUMEN,14-06-063-08W4,CRUDE,103/06-07-063-08W4/00,CNRL 6A WOLF LK 6-7-63-8,2018,54.4220659574001,-111.2053822626
0489450,RIFLE SHOT OIL CORP.,05,1265.0M,787.3M W,CUMMINGS,765.2M,0489450,06,107/08-17-041-01W4/00 S,OIL,10-17-041-01W4,CRUDE,107/08-17-041-01W4/00,RSO HZ 106 HAYTER,2018,52.5301253192001,-110.103341063
0489451,CANADIAN NATURAL RESOURCES LIMITED,05,500.0M,21.8M E,CUMMINGS,528.7M,0489451,06,103/03-07-063-08W4/00 S,BITUMEN,14-06-063-08W4,CRUDE,103/03-07-063-08W4/00,CNRL 3B WOLF LK 3-7-63-8,2018,54.4220659574001,-111.2053822626
0489452,HUSKY OIL OPERATIONS LIMITED,05,4662.0M,E 725.6M,WILRICH,1119.8M,0489452,06,S 12.2M,GAS,14-22-048-18W5,PRODUCTION,100/05-23-048-18W5/00,HUSKY HZ MINEHEAD 5-23-48-18,2018,53.1581236304001,-116.5513001188
0489453,HUSKY OIL OPERATIONS LIMITED,05,4835.0M,E 712.1M,WILRICH,1119.7M,0489453,06,S 5.6M,GAS,14-22-048-18W5,PRODUCTION,100/16-28-048-18W5/00,HUSKY HZ MINEHEAD 16-28-48-18,2018,53.1581236304001,-116.5513001188
0489454,VESTA ENERGY LTD.,05,6200.0M,E 65.0M,DUVERNAY,935.7M,0489454,06,N 392.0M,OIL,05-02-038-01W5,CRUDE,102/01-27-037-01W5/00,VESTA SYLAKE,2018,52.2333904974001,-114.0398017596
0489455,SPUR PETROLEUM LTD.,05,2900.0M,W 144.7M,MANNVILLE,623.4M,0489455,06,N 351.7M,OIL,01-10-063-01W5,CRUDE,100/08-09-063-01W5/00,SPL 1-10 HZ JARVIE 8-9-63-1,2018,54.4301601056001,-114.0549479668
0489456,SPUR PETROLEUM LTD.,05,2900.0M,W 144.7M,MANNVILLE,623.5M,0489456,06,N 361.7M,OIL,01-10-063-01W5,CRUDE,100/03-12-063-01W5/00,SPL 1-10 HZ JARVIE 3-12-63-1,2018,54.4301601056001,-114.0549479668
0489457,ADVANTAGE OIL & GAS LTD.,05,4700.0M,W 83.6M,MONTNEY,870.6M,0489457,06,N 528.2M,GAS,08-08-076-12W6,PRODUCTION,104/04-17-076-12W6/00,AVN 104 HZ PCOUPES 4-17-76-12,2018,55.5653496562001,-119.8129053476
0489458,ADVANTAGE OIL & GAS LTD.,05,4400.0M,W 65.0M,MONTNEY,871.5M,0489458,06,N 504.6M,GAS,08-08-076-12W6,PRODUCTION,104/13-08-076-12W6/00,AVN 104 HZ PCOUPES 13-8-76-12,2018,55.5653496562001,-119.8129053476
0489459,SYNCRUDE CANADA LTD.,05,169.0M,718.6M W,LAKE,301M,0489459,06,1F1/10-16-096-10W4/00 S,WATER,10-16-096-10W4,OBSERVATION,1F1/10-16-096-10W4/00,SYNCRUDE ANH18DWDP079L 10-16-96-10,2018,57.3321411238001,-111.5530680188
0489460,STRATH RESOURCES LTD.,05,6144.0M,W 444.5M,MONTNEY,965.9M,0489460,06,N 426.4M,GAS,07-07-062-03W6,PRODUCTION,104/15-18-062-03W6/00,STRATH HZ 104 KAKWA 15-18-62-3,2018,54.3435489956,-118.4276269538
0489461,ENTRADA RESOURCES INC.,05,4500.0M,E 708.3M,CARDIUM,1114M,0489461,06,N 530.6M,OIL,06-17-042-06W5,CRUDE,100/04-18-042-06W5/00,ENTRADA HZ WILLGR 4-18-42-6,2018,52.6118610082001,-114.8316251214
0489462,VESTA ENERGY LTD.,05,6200.0M,E 55.0M,DUVERNAY,935.7M,0489462,06,N 392.0M,OIL,05-02-038-01W5,CRUDE,103/01-27-037-01W5/00,VESTA SYLAKE,2018,52.2333904974001,-114.0398017596
0489463,KELT EXPLORATION LTD.,05,4600.0M,E 24.7M,MONTNEY,797M,0489463,06,S 198.7M,OIL,13-06-078-11W6,CRUDE,100/05-18-078-11W6/00,KELT EXP HZ PCOUPES 5-18-78-11,2018,55.7326532918,-119.6964303306
0489464,KELT EXPLORATION LTD.,05,4660.0M,E 37.1M,MONTNEY,796.9M,0489464,06,S 171.4M,OIL,13-06-078-11W6,CRUDE,102/05-18-078-11W6/00,KELT EXP 102 HZ PCOUPES 5-18-78-11,2018,55.7326532918,-119.6964303306
0489465,KELT EXPLORATION LTD.,05,4775.0M,E 18.5M,MONTNEY,797.1M,0489465,06,S 212.3M,OIL,13-06-078-11W6,CRUDE,103/06-18-078-11W6/00,KELT EXP 103 HZ PCOUPES 6-18-78-11,2018,55.7326532918,-119.6964303306
0489466,KELT EXPLORATION LTD.,05,4830.0M,E 12.3M,MONTNEY,797.6M,0489466,06,S 226.0M,OIL,13-06-078-11W6,CRUDE,104/06-18-078-11W6/00,KELT EXP 104 HZ PCOUPES 6-18-78-11,2018,55.7326532918,-119.6964303306
0489467,TAMARACK ACQUISITION CORP.,05,1934.0M,485.0M E,VIKING,794.1M,0489467,06,100/07-31-034-08W4/00 S,OIL,11-31-034-08W4,CRUDE,100/07-31-034-08W4/00,TAC 11-31 HZ PROVOST 7-31-34-8,2018,51.9632331588,-111.1295016526
0489468,TAMARACK ACQUISITION CORP.,05,2030.0M,477.1M E,VIKING,794.1M,0489468,06,104/08-31-034-08W4/00 S,OIL,11-31-034-08W4,CRUDE,104/08-31-034-08W4/00,TAC 11-31 HZ 104 PROVOST 8-31-34-8,2018,51.9632331588,-111.1295016526
0489469,TAMARACK ACQUISITION CORP.,05,2110.0M,469.2M E,VIKING,794M,0489469,06,102/09-31-034-08W4/00 S,OIL,11-31-034-08W4,CRUDE,102/09-31-034-08W4/00,TAC 11-31 HZ 102 PROVOST 9-31-34-8,2018,51.9632331588,-111.1295016526
0489470,BLACK CRANE ENERGY CORP.,05,5500.0M,W 742.8M,MANNVILLE,983.9M,0489470,06,S 69.0M,OIL,15-06-033-27W4,CRUDE,100/03-31-032-27W4/00,BLACK CRANE 100 STEWART,2018,51.8032949556001,-113.8104264006
0489471,PEYTO EXPLORATION & DEVELOPMENT CORP.,05,4400.0M,E 10.1M,WILRICH,1135.7M,0489471,06,S 575.8M,GAS,12-04-049-16W5,PRODUCTION,100/13-05-049-16W5/00,PEYTO EDSON 13-5-49-16,2018,53.2018830882001,-116.2832484886
0489472,NORTH 40 RESOURCES LTD.,05,2577.0M,E 495.0M,GLAUCONITIC,730.2M,0489472,06,S 750.1M,OIL,11-18-022-13W4,CRUDE,100/11-07-022-13W4/00,NORTH 40 HZ VERGER 11-7-22-13,2018,50.8718596338001,-111.7957527002
